code,name,prev_shares,curr_shares,delta,status
2368,金像電,3832000,4262000,430000,UP
2330,台積電,3418000,3788000,370000,UP
2449,京元電子,4055000,4414000,359000,UP
2454,聯發科,201000,351000,150000,UP
2345,智邦,2660000,2770000,110000,UP
5274,信驊,104000,204000,100000,UP
2327,國巨*,7937000,8017000,80000,UP
2383,台光電,2177000,2257000,80000,UP
3653,健策,1117000,1197000,80000,UP
3711,日月光投控,1237000,1297000,60000,UP
3017,奇鋐,2502000,2552000,50000,UP
6223,旺矽,1184000,1234000,50000,UP
8210,勤誠,1806000,1856000,50000,UP
3376,新日興,1395000,1425000,30000,UP
3533,嘉澤,2000,32000,30000,UP
3665,貿聯-KY,2193848,2223848,30000,UP
1303,南亞,3164000,3184000,20000,UP
3661,世芯-KY,568000,588000,20000,UP
6191,精成科,3378000,3398000,20000,UP
6510,精測,359000,374000,15000,UP
6515,穎崴,236000,248000,12000,UP
2308,台達電,3616000,3626000,10000,UP
3211,順達,1565000,1575000,10000,UP
6669,緯穎,787000,797000,10000,UP
2404,漢唐,567000,572000,5000,UP
6139,亞翔,1689000,1694000,5000,UP
6488,環球晶,1694000,1699000,5000,UP
1319,東陽,1499000,1500000,1000,UP
1326,台化,2000,3000,1000,UP
2002,中鋼,4924000,4925000,1000,UP
2059,川湖,2000,3000,1000,UP
2313,華通,2000,3000,1000,UP
2357,華碩,3000,4000,1000,UP
2439,美律,3000,4000,1000,UP
3008,大立光,5000,6000,1000,UP
3045,台灣大,3000,4000,1000,UP
3217,優群,353000,354000,1000,UP
3324,雙鴻,156000,157000,1000,UP
3583,辛耘,3000,4000,1000,UP
5536,聖暉*,2000,3000,1000,UP
6274,台燿,3475000,3058000,-417000,DOWN
8299,群聯,696000,1000,-695000,DOWN
1802,台玻,5996000,5996000,0,SAME
1815,富喬,2000,2000,0,SAME
3037,欣興,5952000,5952000,0,SAME
4979,華星光,1219000,1219000,0,SAME
6805,富世達,1124000,1124000,0,SAME
8046,南電,4559000,4559000,0,SAME
8358,金居,1864000,1864000,0,SAME
8996,高力,1000,1000,0,SAME
