code,name,prev_shares,curr_shares,delta,status
1303,南亞,1000,1000,0,SAME
1319,東陽,1497000,1497000,0,SAME
1326,台化,1000,1000,0,SAME
1802,台玻,5996000,5996000,0,SAME
1815,富喬,1000,1000,0,SAME
2002,中鋼,4923000,4923000,0,SAME
2059,川湖,1000,1000,0,SAME
2308,台達電,3093000,3093000,0,SAME
2313,華通,1000,1000,0,SAME
2317,鴻海,863000,863000,0,SAME
2327,國巨*,6729000,6729000,0,SAME
2330,台積電,2992000,2992000,0,SAME
2345,智邦,2625000,2625000,0,SAME
2357,華碩,2000,2000,0,SAME
2368,金像電,2887000,2887000,0,SAME
2383,台光電,1809000,1809000,0,SAME
2404,漢唐,535000,535000,0,SAME
2439,美律,2000,2000,0,SAME
2449,京元電子,2626000,2626000,0,SAME
2454,聯發科,1000,1000,0,SAME
3008,大立光,3000,3000,0,SAME
3017,奇鋐,2352000,2352000,0,SAME
3037,欣興,5190000,5190000,0,SAME
3045,台灣大,2000,2000,0,SAME
3211,順達,1197000,1197000,0,SAME
3217,優群,326000,326000,0,SAME
3324,雙鴻,76000,76000,0,SAME
3376,新日興,1343000,1343000,0,SAME
3533,嘉澤,1000,1000,0,SAME
3583,辛耘,2000,2000,0,SAME
3653,健策,940000,940000,0,SAME
3661,世芯-KY,559000,559000,0,SAME
3665,貿聯-KY,1841848,1841848,0,SAME
3711,日月光投控,2000,2000,0,SAME
4979,華星光,819000,819000,0,SAME
5274,信驊,128000,128000,0,SAME
5536,聖暉*,1000,1000,0,SAME
6139,亞翔,1653000,1653000,0,SAME
6191,精成科,3326000,3326000,0,SAME
6223,旺矽,1024000,1024000,0,SAME
6274,台燿,4965000,4965000,0,SAME
6488,環球晶,786000,786000,0,SAME
6510,精測,287000,287000,0,SAME
6515,穎崴,231000,231000,0,SAME
6669,緯穎,741000,741000,0,SAME
6805,富世達,1094000,1094000,0,SAME
8046,南電,4559000,4559000,0,SAME
8210,勤誠,1563000,1563000,0,SAME
8299,群聯,1614000,1614000,0,SAME
8358,金居,1826000,1826000,0,SAME
8996,高力,1000,1000,0,SAME
