code,name,prev_shares,curr_shares,delta,status
3189,景碩,0,1027000,1027000,NEW
1303,南亞,3184000,6904000,3720000,UP
6669,緯穎,510000,408000,-102000,DOWN
6805,富世達,1124000,893000,-231000,DOWN
1319,東陽,1500000,1500000,0,SAME
1326,台化,3000,3000,0,SAME
1802,台玻,5996000,5996000,0,SAME
1815,富喬,2000,2000,0,SAME
2002,中鋼,4925000,4925000,0,SAME
2059,川湖,3000,3000,0,SAME
2308,台達電,4289000,4289000,0,SAME
2313,華通,3000,3000,0,SAME
2327,國巨*,8426000,8426000,0,SAME
2330,台積電,3895000,3895000,0,SAME
2345,智邦,2892000,2892000,0,SAME
2357,華碩,4000,4000,0,SAME
2368,金像電,5580000,5580000,0,SAME
2383,台光電,2412000,2412000,0,SAME
2404,漢唐,572000,572000,0,SAME
2439,美律,4000,4000,0,SAME
2449,京元電子,5885000,5885000,0,SAME
2454,聯發科,485000,485000,0,SAME
3008,大立光,6000,6000,0,SAME
3017,奇鋐,2552000,2552000,0,SAME
3037,欣興,5952000,5952000,0,SAME
3045,台灣大,4000,4000,0,SAME
3211,順達,1575000,1575000,0,SAME
3217,優群,354000,354000,0,SAME
3264,欣銓,1788000,1788000,0,SAME
3324,雙鴻,157000,157000,0,SAME
3376,新日興,1425000,1425000,0,SAME
3533,嘉澤,99000,99000,0,SAME
3583,辛耘,4000,4000,0,SAME
3653,健策,1247000,1247000,0,SAME
3661,世芯-KY,588000,588000,0,SAME
3665,貿聯-KY,2223848,2223848,0,SAME
3711,日月光投控,4257000,4257000,0,SAME
4979,華星光,1219000,1219000,0,SAME
5274,信驊,204000,204000,0,SAME
5536,聖暉*,3000,3000,0,SAME
6139,亞翔,1694000,1694000,0,SAME
6191,精成科,3398000,3398000,0,SAME
6223,旺矽,1346000,1346000,0,SAME
6274,台燿,1462000,1462000,0,SAME
6488,環球晶,1699000,1699000,0,SAME
6510,精測,585000,585000,0,SAME
6515,穎崴,248000,248000,0,SAME
8046,南電,4559000,4559000,0,SAME
8210,勤誠,1856000,1856000,0,SAME
8299,群聯,1000,1000,0,SAME
8358,金居,1864000,1864000,0,SAME
8996,高力,1000,1000,0,SAME
