code,name,prev_shares,curr_shares,delta,status
2408,南亞科,0,1305000,1305000,NEW
2327,國巨*,8794000,10251000,1457000,UP
3037,欣興,5952000,6505000,553000,UP
2330,台積電,3975000,4265000,290000,UP
8996,高力,151000,315000,164000,UP
2345,智邦,2952000,3034000,82000,UP
5274,信驊,205000,255000,50000,UP
4979,華星光,1219000,1115000,-104000,DOWN
6669,緯穎,273000,146000,-127000,DOWN
6805,富世達,893000,682000,-211000,DOWN
1303,南亞,15336000,15336000,0,SAME
1319,東陽,1501000,1501000,0,SAME
1326,台化,8827000,8827000,0,SAME
1802,台玻,5996000,5996000,0,SAME
1815,富喬,2000,2000,0,SAME
2002,中鋼,4926000,4926000,0,SAME
2059,川湖,4000,4000,0,SAME
2308,台達電,4309000,4309000,0,SAME
2313,華通,4000,4000,0,SAME
2357,華碩,5000,5000,0,SAME
2368,金像電,5600000,5600000,0,SAME
2383,台光電,2427000,2427000,0,SAME
2404,漢唐,573000,573000,0,SAME
2439,美律,5000,5000,0,SAME
2449,京元電子,5886000,5886000,0,SAME
2454,聯發科,486000,486000,0,SAME
3008,大立光,7000,7000,0,SAME
3017,奇鋐,2572000,2572000,0,SAME
3045,台灣大,5000,5000,0,SAME
3189,景碩,1310000,1310000,0,SAME
3211,順達,1576000,1576000,0,SAME
3217,優群,355000,355000,0,SAME
3264,欣銓,1789000,1789000,0,SAME
3324,雙鴻,158000,158000,0,SAME
3376,新日興,1425000,1425000,0,SAME
3533,嘉澤,100000,100000,0,SAME
3583,辛耘,5000,5000,0,SAME
3653,健策,1297000,1297000,0,SAME
3661,世芯-KY,589000,589000,0,SAME
3665,貿聯-KY,2243848,2243848,0,SAME
3711,日月光投控,4258000,4258000,0,SAME
5536,聖暉*,4000,4000,0,SAME
6139,亞翔,1704000,1704000,0,SAME
6191,精成科,3399000,3399000,0,SAME
6223,旺矽,1366000,1366000,0,SAME
6274,台燿,1463000,1463000,0,SAME
6488,環球晶,1700000,1700000,0,SAME
6510,精測,590000,590000,0,SAME
6515,穎崴,248000,248000,0,SAME
8046,南電,4656000,4656000,0,SAME
8210,勤誠,1857000,1857000,0,SAME
8299,群聯,1000,1000,0,SAME
8358,金居,1864000,1864000,0,SAME
