code,name,prev_shares,curr_shares,delta,status
5347,世界,2000000,3848000,1848000,UP
3189,景碩,1310000,2657000,1347000,UP
3665,貿聯-KY,2243848,2362848,119000,UP
1303,南亞,15336000,15336000,0,SAME
1319,東陽,1501000,1501000,0,SAME
1326,台化,8827000,8827000,0,SAME
1802,台玻,5996000,5996000,0,SAME
1815,富喬,2000,2000,0,SAME
2002,中鋼,4926000,4926000,0,SAME
2059,川湖,4000,4000,0,SAME
2308,台達電,4309000,4309000,0,SAME
2313,華通,4000,4000,0,SAME
2327,國巨*,10251000,10251000,0,SAME
2330,台積電,4271000,4271000,0,SAME
2345,智邦,3034000,3034000,0,SAME
2357,華碩,5000,5000,0,SAME
2368,金像電,5600000,5600000,0,SAME
2383,台光電,2427000,2427000,0,SAME
2404,漢唐,573000,573000,0,SAME
2408,南亞科,1305000,1305000,0,SAME
2439,美律,5000,5000,0,SAME
2449,京元電子,7062000,7062000,0,SAME
2454,聯發科,486000,486000,0,SAME
3008,大立光,7000,7000,0,SAME
3017,奇鋐,2572000,2572000,0,SAME
3037,欣興,7410000,7410000,0,SAME
3045,台灣大,5000,5000,0,SAME
3211,順達,1576000,1576000,0,SAME
3217,優群,355000,355000,0,SAME
3264,欣銓,1789000,1789000,0,SAME
3324,雙鴻,158000,158000,0,SAME
3376,新日興,1425000,1425000,0,SAME
3533,嘉澤,100000,100000,0,SAME
3583,辛耘,5000,5000,0,SAME
3653,健策,1297000,1297000,0,SAME
3661,世芯-KY,589000,589000,0,SAME
3711,日月光投控,4258000,4258000,0,SAME
4979,華星光,1036000,1036000,0,SAME
5274,信驊,255000,255000,0,SAME
5536,聖暉*,4000,4000,0,SAME
6139,亞翔,1704000,1704000,0,SAME
6191,精成科,3399000,3399000,0,SAME
6223,旺矽,1366000,1366000,0,SAME
6274,台燿,1463000,1463000,0,SAME
6488,環球晶,1700000,1700000,0,SAME
6510,精測,590000,590000,0,SAME
6515,穎崴,248000,248000,0,SAME
6669,緯穎,73000,73000,0,SAME
6805,富世達,682000,682000,0,SAME
8046,南電,4656000,4656000,0,SAME
8210,勤誠,1621000,1621000,0,SAME
8299,群聯,1000,1000,0,SAME
8358,金居,1864000,1864000,0,SAME
8996,高力,315000,315000,0,SAME
