code,name,prev_shares,curr_shares,delta,status
1590,亞德客-KY,1000,1000,0,SAME
2002,中鋼,5163000,5163000,0,SAME
2303,聯電,89518000,89518000,0,SAME
2308,台達電,7040000,7040000,0,SAME
2313,華通,1000,1000,0,SAME
2317,鴻海,1000,1000,0,SAME
2327,國巨*,25387000,25387000,0,SAME
2330,台積電,11884000,11884000,0,SAME
2345,智邦,6564000,6564000,0,SAME
2360,致茂,1000,1000,0,SAME
2368,金像電,1957000,1957000,0,SAME
2382,廣達,1000,1000,0,SAME
2383,台光電,4843000,4843000,0,SAME
2408,南亞科,1000,1000,0,SAME
2439,美律,1000,1000,0,SAME
2449,京元電子,11275450,11275450,0,SAME
2454,聯發科,5148000,5148000,0,SAME
2481,強茂,5000,5000,0,SAME
2637,慧洋-KY,1000,1000,0,SAME
3008,大立光,1000,1000,0,SAME
3017,奇鋐,5899000,5899000,0,SAME
3037,欣興,20300000,20300000,0,SAME
3264,欣銓,5917000,5917000,0,SAME
3376,新日興,1741000,1741000,0,SAME
3443,創意,255000,255000,0,SAME
3653,健策,2407000,2407000,0,SAME
3661,世芯-KY,1000,1000,0,SAME
3665,貿聯-KY,4671848,4671848,0,SAME
3711,日月光投控,19479000,19479000,0,SAME
4958,臻鼎-KY,1645000,1645000,0,SAME
4966,譜瑞-KY,140000,140000,0,SAME
4979,華星光,2424000,2424000,0,SAME
5274,信驊,383900,383900,0,SAME
5347,世界,1000,1000,0,SAME
6187,萬潤,483000,483000,0,SAME
6191,精成科,3988000,3988000,0,SAME
6223,旺矽,2486000,2486000,0,SAME
6271,同欣電,2223000,2223000,0,SAME
6274,台燿,5498000,5498000,0,SAME
6278,台表科,3249000,3249000,0,SAME
6488,環球晶,1000,1000,0,SAME
6510,精測,477000,477000,0,SAME
6515,穎崴,1000,1000,0,SAME
6669,緯穎,2226000,2226000,0,SAME
6805,富世達,2264000,2264000,0,SAME
8046,南電,9624000,9624000,0,SAME
8150,南茂,1000,1000,0,SAME
8210,勤誠,2477000,2477000,0,SAME
8358,金居,1000,1000,0,SAME
8996,高力,1301000,1301000,0,SAME
