code,name,prev_shares,curr_shares,delta,status
3653,健策,2447000,2477000,30000,UP
8996,高力,745000,700000,-45000,DOWN
8210,勤誠,1902000,1516000,-386000,DOWN
4979,華星光,924000,1000,-923000,DOWN
1590,亞德客-KY,1000,1000,0,SAME
2002,中鋼,5163000,5163000,0,SAME
2303,聯電,89118000,89118000,0,SAME
2308,台達電,7240000,7240000,0,SAME
2313,華通,501000,501000,0,SAME
2317,鴻海,1000,1000,0,SAME
2327,國巨*,24987000,24987000,0,SAME
2330,台積電,11864000,11864000,0,SAME
2345,智邦,6464000,6464000,0,SAME
2360,致茂,1000,1000,0,SAME
2368,金像電,219000,219000,0,SAME
2382,廣達,1000,1000,0,SAME
2383,台光電,4750000,4750000,0,SAME
2408,南亞科,1000,1000,0,SAME
2439,美律,1000,1000,0,SAME
2449,京元電子,12818450,12818450,0,SAME
2454,聯發科,5186000,5186000,0,SAME
2481,強茂,5000,5000,0,SAME
2637,慧洋-KY,1000,1000,0,SAME
3008,大立光,1000,1000,0,SAME
3017,奇鋐,5949000,5949000,0,SAME
3037,欣興,20300000,20300000,0,SAME
3264,欣銓,5028000,5028000,0,SAME
3376,新日興,1740000,1740000,0,SAME
3443,創意,372000,372000,0,SAME
3661,世芯-KY,1000,1000,0,SAME
3665,貿聯-KY,4280848,4280848,0,SAME
3711,日月光投控,16811000,16811000,0,SAME
4958,臻鼎-KY,2712000,2712000,0,SAME
4966,譜瑞-KY,1000,1000,0,SAME
5274,信驊,207900,207900,0,SAME
5347,世界,1000,1000,0,SAME
6187,萬潤,1000,1000,0,SAME
6191,精成科,3988000,3988000,0,SAME
6223,旺矽,2546000,2546000,0,SAME
6271,同欣電,2222000,2222000,0,SAME
6274,台燿,5398000,5398000,0,SAME
6278,台表科,3248000,3248000,0,SAME
6488,環球晶,1000,1000,0,SAME
6510,精測,637000,637000,0,SAME
6515,穎崴,95000,95000,0,SAME
6669,緯穎,6490561,6490561,0,SAME
6805,富世達,1731000,1731000,0,SAME
8046,南電,9426000,9426000,0,SAME
8150,南茂,1000,1000,0,SAME
8358,金居,1000,1000,0,SAME
