code,name,prev_shares,curr_shares,delta,status
2303,聯電,86550000,87718000,1168000,UP
3037,欣興,16971000,17833000,862000,UP
2327,國巨*,25098000,25437000,339000,UP
2368,金像電,7478000,7579000,101000,UP
2449,京元電子,7443450,7543450,100000,UP
2345,智邦,6334000,6419000,85000,UP
2308,台達電,5567000,5642000,75000,UP
3017,奇鋐,5423000,5496000,73000,UP
2454,聯發科,5131000,5200000,69000,UP
6274,台燿,5160000,5229000,69000,UP
3665,貿聯-KY,4833848,4898848,65000,UP
2383,台光電,4653000,4715000,62000,UP
6669,緯穎,2417000,2449000,32000,UP
3653,健策,2267000,2297000,30000,UP
8210,勤誠,2267000,2297000,30000,UP
6805,富世達,1931000,1957000,26000,UP
5274,信驊,448900,454900,6000,UP
6510,精測,319000,289000,-30000,DOWN
6271,同欣電,2718000,2470000,-248000,DOWN
6278,台表科,3972000,3610000,-362000,DOWN
5439,高技,1056000,526000,-530000,DOWN
6147,頎邦,3764000,2822000,-942000,DOWN
1590,亞德客-KY,528000,528000,0,SAME
2002,中鋼,5163000,5163000,0,SAME
2313,華通,1000,1000,0,SAME
2317,鴻海,1000,1000,0,SAME
2330,台積電,10740000,10740000,0,SAME
2382,廣達,1000,1000,0,SAME
2408,南亞科,940000,940000,0,SAME
2439,美律,1000,1000,0,SAME
2481,強茂,5000,5000,0,SAME
3008,大立光,1000,1000,0,SAME
3264,欣銓,1508000,1508000,0,SAME
3376,新日興,1741000,1741000,0,SAME
3443,創意,1000,1000,0,SAME
3533,嘉澤,1000,1000,0,SAME
3661,世芯-KY,1000,1000,0,SAME
3711,日月光投控,16327000,16327000,0,SAME
4958,臻鼎-KY,1682000,1682000,0,SAME
4966,譜瑞-KY,140000,140000,0,SAME
4979,華星光,1874000,1874000,0,SAME
5347,世界,1000,1000,0,SAME
6187,萬潤,1334000,1334000,0,SAME
6191,精成科,3988000,3988000,0,SAME
6223,旺矽,2443000,2443000,0,SAME
6488,環球晶,1000,1000,0,SAME
6515,穎崴,93000,93000,0,SAME
8046,南電,9519000,9519000,0,SAME
8150,南茂,1000,1000,0,SAME
8358,金居,1000,1000,0,SAME
8996,高力,1000,1000,0,SAME
