code,name,prev_shares,curr_shares,delta,status
2637,慧洋-KY,0,200000,200000,NEW
3017,奇鋐,5900000,5899000,-1000,DOWN
3264,欣銓,5918000,5917000,-1000,DOWN
3665,貿聯-KY,4616848,4615848,-1000,DOWN
6223,旺矽,2443000,2442000,-1000,DOWN
6271,同欣電,2224000,2223000,-1000,DOWN
6274,台燿,5499000,5498000,-1000,DOWN
6278,台表科,3250000,3249000,-1000,DOWN
6510,精測,478000,477000,-1000,DOWN
6805,富世達,2265000,2264000,-1000,DOWN
8996,高力,1102000,1101000,-1000,DOWN
8046,南電,9634000,9624000,-10000,DOWN
2383,台光電,4863000,4843000,-20000,DOWN
2449,京元電子,11295450,11275450,-20000,DOWN
6669,緯穎,2246000,2226000,-20000,DOWN
8210,勤誠,2497000,2477000,-20000,DOWN
2308,台達電,7070000,7040000,-30000,DOWN
2345,智邦,6594000,6564000,-30000,DOWN
3037,欣興,20330000,20300000,-30000,DOWN
4958,臻鼎-KY,1682000,1645000,-37000,DOWN
2327,國巨*,25437000,25387000,-50000,DOWN
3711,日月光投控,19529000,19479000,-50000,DOWN
5274,信驊,484900,410900,-74000,DOWN
2454,聯發科,5448000,5348000,-100000,DOWN
2303,聯電,87718000,87518000,-200000,DOWN
2330,台積電,12134000,11884000,-250000,DOWN
6187,萬潤,1133000,833000,-300000,DOWN
2360,致茂,622000,294000,-328000,DOWN
2368,金像電,3000000,2000000,-1000000,DOWN
3533,嘉澤,1000,0,-1000,OUT
1590,亞德客-KY,1000,1000,0,SAME
2002,中鋼,5163000,5163000,0,SAME
2313,華通,1000,1000,0,SAME
2317,鴻海,1000,1000,0,SAME
2382,廣達,1000,1000,0,SAME
2408,南亞科,1000,1000,0,SAME
2439,美律,1000,1000,0,SAME
2481,強茂,5000,5000,0,SAME
3008,大立光,1000,1000,0,SAME
3376,新日興,1741000,1741000,0,SAME
3443,創意,1000,1000,0,SAME
3653,健策,2395000,2395000,0,SAME
3661,世芯-KY,1000,1000,0,SAME
4966,譜瑞-KY,140000,140000,0,SAME
4979,華星光,2424000,2424000,0,SAME
5347,世界,1000,1000,0,SAME
6191,精成科,3988000,3988000,0,SAME
6488,環球晶,1000,1000,0,SAME
6515,穎崴,1000,1000,0,SAME
8150,南茂,1000,1000,0,SAME
8358,金居,1000,1000,0,SAME
